ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Essentials,Full,Standard,Notes
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,SystemDriveErrorPercentThreshold,double,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,SystemDriveWarningMBytesTheshold,double,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,NonSystemDriveErrorMBytesThreshold,double,1000,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,NonSystemDriveWarningMBytesThreshold,double,2000,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.CurrentDiskQueueLength,UnitMonitor,Current Disk Queue Length (Logical Disk),Monitor the performance counter LogicalDisk\Current Disk Queue Length,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.CurrentDiskQueueLength,UnitMonitor,Current Disk Queue Length (Logical Disk),Monitor the performance counter LogicalDisk\Current Disk Queue Length,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.CurrentDiskQueueLength,UnitMonitor,Current Disk Queue Length (Logical Disk),Monitor the performance counter LogicalDisk\Current Disk Queue Length,NumSamples,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.CurrentDiskQueueLength,UnitMonitor,Current Disk Queue Length (Logical Disk),Monitor the performance counter LogicalDisk\Current Disk Queue Length,Threshold,double,32,,20,,Lowered threshold to make alerting quicker
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.WindowsRemoteManagementServiceHealth,UnitMonitor,Windows Remote Management Service Health,Monitors the health of the Windows service for the Windows Remote Management,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.WindowsRemoteManagementServiceHealth,UnitMonitor,Windows Remote Management Service Health,Monitors the health of the Windows service for the Windows Remote Management,CheckStartupType,string,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.DHCPClientServiceHealth,UnitMonitor,DHCP Client Service Health,Monitors the health of the Windows service for the DHCP Client,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.DHCPClientServiceHealth,UnitMonitor,DHCP Client Service Health,Monitors the health of the Windows service for the DHCP Client,CheckStartupType,string,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,Enabled,bool,FALSE,,TRUE,,Enabled network adapter monitoring
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,TimeoutSeconds,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,MonitorMediaDisconnection,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,MonitorHardwareMalfunction,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.NetworkAdapterConnectionHealth,UnitMonitor,Network Adapter Connection Health,Monitors the network adapter connection's health.,MonitorDisconnection,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalDPCTime,UnitMonitor,Total DPC Time Percentage,Monitors the DPC Time Percentage.,Enabled,bool,FALSE,,TRUE,,Enabled DPC Time monitoring
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalDPCTime,UnitMonitor,Total DPC Time Percentage,Monitors the DPC Time Percentage.,Frequency,int,120,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalDPCTime,UnitMonitor,Total DPC Time Percentage,Monitors the DPC Time Percentage.,NumSamples,int,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalDPCTime,UnitMonitor,Total DPC Time Percentage,Monitors the DPC Time Percentage.,Threshold,double,95,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",FilePercentFragmentationThreshold,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",SchedulerStart,string,3:00,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",SchedulerDaysOfWeekMask,int,64,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DefragAnalysis,UnitMonitor,Logical Disk Fragmentation Level,"This monitor runs on a periodic basis (Every Saturday  at 3 a.m. by default) to check the fragmentation levels of all logical drives.  If fragmentation levels are found to be above threshold then by default the state of the monitor will change to ""Warning"" and an alert will be generated.  There is a recovery named ""Logical Disk Defragmentation""  targeted to this monitor, which is disabled by default.  If the recovery is enabled then the state change will automatically kick off a task to defragment the logical drive.",UseOSRecommendation,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.WindowsActivation,UnitMonitor,Reserved,Reserved,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentageFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (%) Low,Monitor the percentage of free space remaining on a logical disk.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentageFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (%) Low,Monitor the percentage of free space remaining on a logical disk.,SystemDriveWarningThreshold,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentageFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (%) Low,Monitor the percentage of free space remaining on a logical disk.,NonSystemDriveWarningThreshold,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentageFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (%) Low,Monitor the percentage of free space remaining on a logical disk.,NumSamples,int,4,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentageFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (%) Low,Monitor the percentage of free space remaining on a logical disk.,IntervalSeconds,int,900,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentageFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (%) Low,Monitor the percentage of free space remaining on a logical disk.,SystemDriveErrorThreshold,double,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentageFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (%) Low,Monitor the percentage of free space remaining on a logical disk.,NonSystemDriveErrorThreshold,double,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentIdleTime,UnitMonitor,Logical Disk Percent Idle Time,Monitor the performance counter LogicalDisk\% Idle Time,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentIdleTime,UnitMonitor,Logical Disk Percent Idle Time,Monitor the performance counter LogicalDisk\% Idle Time,Frequency,int,900,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentIdleTime,UnitMonitor,Logical Disk Percent Idle Time,Monitor the performance counter LogicalDisk\% Idle Time,NumSamples,int,24,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.PercentIdleTime,UnitMonitor,Logical Disk Percent Idle Time,Monitor the performance counter LogicalDisk\% Idle Time,Threshold,double,20,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ServerServiceHealth,UnitMonitor,Server Service Health,Monitors the health of the Windows service for the Server,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ServerServiceHealth,UnitMonitor,Server Service Health,Monitors the health of the Windows service for the Server,CheckStartupType,string,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.RPCServiceHealth,UnitMonitor,RPC Service Health,Monitors the health of the Windows service for RPC,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.RPCServiceHealth,UnitMonitor,RPC Service Health,Monitors the health of the Windows service for RPC,CheckStartupType,string,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentDPCTime,UnitMonitor,CPU DPC Time Percentage,Monitors the Percent DPC Time,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentDPCTime,UnitMonitor,CPU DPC Time Percentage,Monitors the Percent DPC Time,Frequency,int,120,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentDPCTime,UnitMonitor,CPU DPC Time Percentage,Monitors the Percent DPC Time,NumSamples,int,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentDPCTime,UnitMonitor,CPU DPC Time Percentage,Monitors the Percent DPC Time,Threshold,double,15,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Physical Disk Seconds Per Transfer,Monitors the disk read and write latency (average disk seconds per transfer).,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Physical Disk Seconds Per Transfer,Monitors the disk read and write latency (average disk seconds per transfer).,Frequency,int,60,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Physical Disk Seconds Per Transfer,Monitors the disk read and write latency (average disk seconds per transfer).,NumSamples,int,15,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Physical Disk Seconds Per Transfer,Monitors the disk read and write latency (average disk seconds per transfer).,Threshold,double,0.04,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ServerServiceConfiguration,UnitMonitor,Server Service Configuration Health,Server Service Configuration Health,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.CPUUtilization,UnitMonitor,CPU Percentage Utilization,Monitors total CPU (Processor Information) utilization.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.CPUUtilization,UnitMonitor,CPU Percentage Utilization,Monitors total CPU (Processor Information) utilization.,Frequency,int,120,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.CPUUtilization,UnitMonitor,CPU Percentage Utilization,Monitors total CPU (Processor Information) utilization.,NumSamples,int,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.CPUUtilization,UnitMonitor,CPU Percentage Utilization,Monitors total CPU (Processor Information) utilization.,Threshold,double,95,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentInterruptTime,UnitMonitor,CPU Percentage Interrupt Time,Monitors the CPU Percentage Interrupt Time,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentInterruptTime,UnitMonitor,CPU Percentage Interrupt Time,Monitors the CPU Percentage Interrupt Time,Frequency,int,120,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentInterruptTime,UnitMonitor,CPU Percentage Interrupt Time,Monitors the CPU Percentage Interrupt Time,NumSamples,int,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentInterruptTime,UnitMonitor,CPU Percentage Interrupt Time,Monitors the CPU Percentage Interrupt Time,Threshold,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPagesPerSecond,UnitMonitor,Memory Pages Per Second,Monitor the performance counter Memory\MemoryPagesPerSecond,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPagesPerSecond,UnitMonitor,Memory Pages Per Second,Monitor the performance counter Memory\MemoryPagesPerSecond,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPagesPerSecond,UnitMonitor,Memory Pages Per Second,Monitor the performance counter Memory\MemoryPagesPerSecond,NumSamples,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPagesPerSecond,UnitMonitor,Memory Pages Per Second,Monitor the performance counter Memory\MemoryPagesPerSecond,Threshold,double,5000,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Logical Disk Seconds Per Read,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Read,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Logical Disk Seconds Per Read,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Read,Frequency,int,60,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Logical Disk Seconds Per Read,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Read,NumSamples,int,15,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Logical Disk Seconds Per Read,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Read,Threshold,double,0.04,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Logical Disk),Monitor the performance counter LogicalDisk\Avg Disk Sec Per Write,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Logical Disk),Monitor the performance counter LogicalDisk\Avg Disk Sec Per Write,Frequency,int,60,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Logical Disk),Monitor the performance counter LogicalDisk\Avg Disk Sec Per Write,NumSamples,int,15,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Logical Disk),Monitor the performance counter LogicalDisk\Avg Disk Sec Per Write,Threshold,double,0.04,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.MBFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.MBFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,SystemDriveWarningThreshold,double,500,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.MBFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,NonSystemDriveWarningThreshold,double,2000,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.MBFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,NumSamples,int,4,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.MBFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,IntervalSeconds,int,900,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.MBFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,SystemDriveErrorThreshold,double,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.MBFreeSpace,UnitMonitor,Windows Server 2012 Logical Disk Free Space (MB) Low,Monitor the number of free MBytes remaining on a logical disk.,NonSystemDriveErrorThreshold,double,1000,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Monitoring.BPA.OperatingSystem.Monitor,UnitMonitor,Windows Server 2012 Operating System BPA Monitor,Monitors Windows Server 2012 operating system compiance with Best Practices Analyzer rules.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Monitoring.BPA.OperatingSystem.Monitor,UnitMonitor,Windows Server 2012 Operating System BPA Monitor,Monitors Windows Server 2012 operating system compiance with Best Practices Analyzer rules.,Interval,int,86400,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedTotal,UnitMonitor,Percent Bandwidth Used Total,This monitor checks percentage of total used network adapter bandwidth..,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedTotal,UnitMonitor,Percent Bandwidth Used Total,This monitor checks percentage of total used network adapter bandwidth..,NumOfSamples,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedTotal,UnitMonitor,Percent Bandwidth Used Total,This monitor checks percentage of total used network adapter bandwidth..,Threshold,double,75,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedTotal,UnitMonitor,Percent Bandwidth Used Total,This monitor checks percentage of total used network adapter bandwidth..,IntervalSeconds,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,NonSystemDriveWarningPercentThreshold,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,IntervalSeconds,int,3600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,NonSystemDriveWarningMBytesThreshold,double,2000,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,SystemDriveErrorPercentThreshold,double,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,NonSystemDriveErrorPercentThreshold,double,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,TimeoutSeconds,int,360,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,NonSystemDriveErrorMBytesThreshold,double,1000,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,SystemDriveWarningMBytesThreshold,double,500,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,DebugFlag,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,SystemDriveWarningPercentThreshold,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Windows 2012 Logical Disk Free Space Monitor,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,SystemDriveErrorMBytesThreshold,double,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Physical Disk),Monitors the disk write latency (average disk seconds per write),Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Physical Disk),Monitors the disk write latency (average disk seconds per write),Frequency,int,60,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Physical Disk),Monitors the disk write latency (average disk seconds per write),NumSamples,int,15,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Physical Disk),Monitors the disk write latency (average disk seconds per write),Threshold,double,0.04,,,,
