ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Minimal,Notes
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUtilization.Perf,Rule,Free Disk Partition Space (in %) (Performance DB DW),Collects amount of free space per disk partition (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUtilization.Perf,Rule,Free Disk Partition Space (in %) (Performance DB DW),Collects amount of free space per disk partition (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUtilization.Perf,Rule,Free Disk Partition Space (in %) (Performance DB DW),Collects amount of free space per disk partition (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUtilization.Perf,Rule,Free Disk Partition Space (in %) (Performance DB DW),Collects amount of free space per disk partition (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.OutgoingNetworkBandwidthConsumption.Perf,Rule,Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.OutgoingNetworkBandwidthConsumption.Perf,Rule,Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.OutgoingNetworkBandwidthConsumption.Perf,Rule,Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.OutgoingNetworkBandwidthConsumption.Perf,Rule,Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.OutgoingNetworkBandwidthConsumption.Perf,Rule,Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.OutgoingNetworkBandwidthConsumption.Perf,Rule,Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Host/Property[Type=""Comtrade.F5.BigIp.NodeNetworkInterfaceGroup""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.OutgoingNetworkBandwidthConsumption.Perf,Rule,Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuUtilization.Perf,Rule,CPU (in %) (Performance DB DW),Collects percentage of CPU utilization for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuUtilization.Perf,Rule,CPU (in %) (Performance DB DW),Collects percentage of CPU utilization for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuUtilization.Perf,Rule,CPU (in %) (Performance DB DW),Collects percentage of CPU utilization for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuUtilization.Perf,Rule,CPU (in %) (Performance DB DW),Collects percentage of CPU utilization for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuUtilization.Perf,Rule,CPU (in %) (Performance DB DW),Collects percentage of CPU utilization for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuUtilization.Perf,Rule,CPU (in %) (Performance DB DW),Collects percentage of CPU utilization for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuUtilization.Perf,Rule,CPU (in %) (Performance DB DW),Collects percentage of CPU utilization for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalIncomingNetworkBandwidthConsumption.Perf,Rule,Overall Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalIncomingNetworkBandwidthConsumption.Perf,Rule,Overall Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalIncomingNetworkBandwidthConsumption.Perf,Rule,Overall Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalIncomingNetworkBandwidthConsumption.Perf,Rule,Overall Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalIncomingNetworkBandwidthConsumption.Perf,Rule,Overall Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalIncomingNetworkBandwidthConsumption.Perf,Rule,Overall Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalIncomingNetworkBandwidthConsumption.Perf,Rule,Overall Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundLicenseUtilization.Perf,Rule,Inbound License Utilization (in %) (Performance DB DW),Collects inbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundLicenseUtilization.Perf,Rule,Inbound License Utilization (in %) (Performance DB DW),Collects inbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundLicenseUtilization.Perf,Rule,Inbound License Utilization (in %) (Performance DB DW),Collects inbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundLicenseUtilization.Perf,Rule,Inbound License Utilization (in %) (Performance DB DW),Collects inbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundLicenseUtilization.Perf,Rule,Inbound License Utilization (in %) (Performance DB DW),Collects inbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundLicenseUtilization.Perf,Rule,Inbound License Utilization (in %) (Performance DB DW),Collects inbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundLicenseUtilization.Perf,Rule,Inbound License Utilization (in %) (Performance DB DW),Collects inbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IncludeMgmtInterfaceTraffic,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundLicenseUtilization.Perf,Rule,Inbound License Utilization (in %) (Performance DB DW),Collects inbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryFree.Perf,Rule,Free TMM Memory (in MB) (Performance DB DW),Collects amount of free TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryFree.Perf,Rule,Free TMM Memory (in MB) (Performance DB DW),Collects amount of free TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryFree.Perf,Rule,Free TMM Memory (in MB) (Performance DB DW),Collects amount of free TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryFree.Perf,Rule,Free TMM Memory (in MB) (Performance DB DW),Collects amount of free TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryFree.Perf,Rule,Free TMM Memory (in MB) (Performance DB DW),Collects amount of free TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryFree.Perf,Rule,Free TMM Memory (in MB) (Performance DB DW),Collects amount of free TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryFree.Perf,Rule,Free TMM Memory (in MB) (Performance DB DW),Collects amount of free TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Fan.Availability.UnitMonitor,UnitMonitor,Fan Status,Monitors the status of a fan on a BIG-IP device.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Fan.Availability.UnitMonitor,UnitMonitor,Fan Status,Monitors the status of a fan on a BIG-IP device.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Fan.Availability.UnitMonitor,UnitMonitor,Fan Status,Monitors the status of a fan on a BIG-IP device.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Fan.Availability.UnitMonitor,UnitMonitor,Fan Status,Monitors the status of a fan on a BIG-IP device.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Fan.Availability.UnitMonitor,UnitMonitor,Fan Status,Monitors the status of a fan on a BIG-IP device.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Fan.Availability.UnitMonitor,UnitMonitor,Fan Status,Monitors the status of a fan on a BIG-IP device.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Fan.Availability.UnitMonitor,UnitMonitor,Fan Status,Monitors the status of a fan on a BIG-IP device.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.NotMonitored.UnitMonitor,UnitMonitor,F5 BIG-IP Device is unavailable for monitoring,Monitors if F5 BIG-IP Device is available for monitoring,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.NotMonitored.UnitMonitor,UnitMonitor,F5 BIG-IP Device is unavailable for monitoring,Monitors if F5 BIG-IP Device is available for monitoring,UseCache,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.NotMonitored.UnitMonitor,UnitMonitor,F5 BIG-IP Device is unavailable for monitoring,Monitors if F5 BIG-IP Device is available for monitoring,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.NotMonitored.UnitMonitor,UnitMonitor,F5 BIG-IP Device is unavailable for monitoring,Monitors if F5 BIG-IP Device is available for monitoring,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.NotMonitored.UnitMonitor,UnitMonitor,F5 BIG-IP Device is unavailable for monitoring,Monitors if F5 BIG-IP Device is available for monitoring,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.NotMonitored.UnitMonitor,UnitMonitor,F5 BIG-IP Device is unavailable for monitoring,Monitors if F5 BIG-IP Device is available for monitoring,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.NotMonitored.UnitMonitor,UnitMonitor,F5 BIG-IP Device is unavailable for monitoring,Monitors if F5 BIG-IP Device is available for monitoring,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.PowerSupply.Availability.UnitMonitor,UnitMonitor,Power Supply Status,Monitors the status of a power supply on a BIG-IP device.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.PowerSupply.Availability.UnitMonitor,UnitMonitor,Power Supply Status,Monitors the status of a power supply on a BIG-IP device.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.PowerSupply.Availability.UnitMonitor,UnitMonitor,Power Supply Status,Monitors the status of a power supply on a BIG-IP device.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.PowerSupply.Availability.UnitMonitor,UnitMonitor,Power Supply Status,Monitors the status of a power supply on a BIG-IP device.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.PowerSupply.Availability.UnitMonitor,UnitMonitor,Power Supply Status,Monitors the status of a power supply on a BIG-IP device.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.PowerSupply.Availability.UnitMonitor,UnitMonitor,Power Supply Status,Monitors the status of a power supply on a BIG-IP device.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.PowerSupply.Availability.UnitMonitor,UnitMonitor,Power Supply Status,Monitors the status of a power supply on a BIG-IP device.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.TMMMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - TMM memory,Monitors the TMM memory usage (%) for a BIG-IP device.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.TMMMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - TMM memory,Monitors the TMM memory usage (%) for a BIG-IP device.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.TMMMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - TMM memory,Monitors the TMM memory usage (%) for a BIG-IP device.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.TMMMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - TMM memory,Monitors the TMM memory usage (%) for a BIG-IP device.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.TMMMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - TMM memory,Monitors the TMM memory usage (%) for a BIG-IP device.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.TMMMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - TMM memory,Monitors the TMM memory usage (%) for a BIG-IP device.,UseCache,bool,TRUE,,
